path,recommended_permissions,notes
"external/openclaw/src/auto-reply/reply/mentions.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/model-selection.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/provider-dispatcher.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/reply-dispatcher.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/reply-inline.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/reply-routing.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/response-prefix-template.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/response-prefix-template.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/route-reply.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/session-reset-model.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/session-resets.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/session-updates.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/session-usage.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/session.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/session.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/stage-sandbox-media.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/test-helpers.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/typing.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/typing.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/queue/drain.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/queue/enqueue.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/queue/state.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/cdp.helpers.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/cdp.helpers.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/cdp.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/chrome.default-browser.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/chrome.executables.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/chrome.profile-decoration.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/chrome.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/chrome.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/client-actions-core.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/client-actions-observe.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/client-actions-state.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/client-actions-types.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/client-fetch.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/client.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/client.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/config.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/extension-relay.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/profiles-service.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/profiles-service.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-role-snapshot.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-session.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-session.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-tools-core.downloads.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-tools-core.interactions.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-tools-core.last-file-chooser-arm-wins.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-tools-core.responses.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-tools-core.screenshots-element-selector.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-tools-core.storage.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-tools-core.trace.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/pw-tools-core.waits-next-download-saves-it.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server-context.remote-tab-ops.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server-context.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server-context.types.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server.agent-contract-form-layout-act-commands.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server.agent-contract-snapshot-endpoints.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server.covers-additional-endpoint-branches.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server.post-tabs-open-profile-unknown-returns-404.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server.serves-status-starts-browser-requested.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/server.skips-default-maxchars-explicitly-set-zero.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/trash.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/routes/agent.act.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/routes/agent.debug.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/routes/agent.snapshot.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/routes/agent.storage.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/routes/basic.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/routes/dispatcher.ts","contents:read","default conservative read-only"
"external/openclaw/src/browser/routes/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/canvas-host/a2ui.ts","contents:read","default conservative read-only"
"external/openclaw/src/canvas-host/server.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/canvas-host/server.ts","contents:read","default conservative read-only"
"external/openclaw/src/canvas-host/a2ui/index.html","contents:read","default conservative read-only"
"external/openclaw/src/channels/dock.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/registry.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/registry.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/session.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/targets.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/targets.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/plugins/catalog.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/plugins/catalog.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/plugins/directory-config.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/plugins/index.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/plugins/index.ts","contents:read","default conservative read-only"
"external/openclaw/src/channels/plugins/load.test.ts","contents:read","default conservative read-only"
